Buffer_ID,Day,MinvonTime_Start_Number,MaxvonTime_End_Number,Time,Jurisdiction_ID,Waterbody_ID,Relevant
132,15-08-20,11.19,17.51,-1,,329093897,False
132,15-08-20,11.19,17.51,-1,,328961702A,False
132,15-08-20,11.19,17.51,-1,,-1,False
132,15-08-20,11.19,17.51,-1,,-1,False
132,15-08-20,11.19,17.51,-1,,328961702A,False
132,15-08-20,11.19,17.51,-1,,-1,False
132,15-08-20,11.19,17.51,-1,,,False
132,15-08-20,11.19,17.51,-1,,-1,False
132,15-08-20,11.19,17.51,-1,,328961702A,False
46,15-08-20,9.50,16.00,-1,,,False
46,15-08-20,9.50,16.00,-1,J54181,,False
46,15-08-20,9.50,16.00,-1,,329216611,False
46,15-08-20,9.50,16.00,-1,,,False
444,15-08-20,10.00,17.50,-1,J54173,329518145B,True
444,15-08-20,10.00,17.50,-1,J54173,,False
444,15-08-20,10.00,17.50,-1,,,False
444,15-08-20,10.00,17.50,-1,,329459117,False
444,15-08-20,10.00,17.50,-1,J54129,,False
444,15-08-20,10.00,17.50,-1,J54129,,False
444,15-08-20,10.00,17.50,-1,J54129,329518145B,True
444,15-08-20,10.00,17.50,-1,,328961767A,False
444,15-08-20,10.00,17.50,-1,,328961767A,False
444,15-08-20,10.00,17.50,-1,J54129,329518145B,True
132,15-08-21,12.06,15.84,-1,,-1,False
132,15-08-21,12.06,15.84,-1,,-1,False
132,15-08-21,12.06,15.84,-1,J54129,328961702A,True
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,-1,False
132,15-08-21,12.06,15.84,-1,,-1,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,J54159,328961702A,True
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,-1,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,328961702A,False
132,15-08-21,12.06,15.84,-1,J54130,328961702A,True
132,15-08-21,12.06,15.84,-1,,,False
132,15-08-21,12.06,15.84,-1,,328961702A,False
132,15-08-21,12.06,15.84,-1,,328961702A,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,328961702A,False
96,15-08-22,9.67,16.15,-1,,328961720B,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,328961720B,False
96,15-08-22,9.67,16.15,-1,,329216611,True
96,15-08-22,9.67,16.15,-1,,328961702A,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,J54129,,False
96,15-08-22,9.67,16.15,-1,J54129,329216611,True
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,329069248,False
96,15-08-22,9.67,16.15,-1,,,False
96,15-08-22,9.67,16.15,-1,,328961720B,False
96,15-08-22,9.67,16.15,-1,,0,False
96,15-08-22,9.67,16.15,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,328974235B,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,J54145,329216611,True
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,328961724,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329291806,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329459116C,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,J54130,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,J54129,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,328961724,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329523065,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,328961702A,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
49,15-08-22,9.51,15.50,-1,,329216611,False
49,15-08-22,9.51,15.50,-1,,,False
142,15-08-22,18.51,20.75,-1,J54126,329069253,True
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,J54181,329563838,True
279,15-08-22,11.09,17.75,-1,,-1,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,329563838,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329459116B,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329459118,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,J54145,,False
279,15-08-22,11.09,17.75,-1,,329014384,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,329060770,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,0,False
279,15-08-22,11.09,17.75,-1,,0,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,329518145B,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,,False
279,15-08-22,11.09,17.75,-1,,329014384,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,-1,False
279,15-08-23,9.36,15.91,-1,,-1,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329291807,False
279,15-08-23,9.36,15.91,-1,J54130,,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329176280,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329452108,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329083342,False
279,15-08-23,9.36,15.91,-1,,329480766,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,-1,False
279,15-08-23,9.36,15.91,-1,,329177884,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329316066,False
279,15-08-23,9.36,15.91,-1,,329083342,False
279,15-08-23,9.36,15.91,-1,,328970742,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329480766,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329321030,False
279,15-08-23,9.36,15.91,-1,,329586213,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,329518145B,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,,False
279,15-08-23,9.36,15.91,-1,,329563838,False
279,15-08-23,9.36,15.91,-1,,,False
63,15-08-23,11.00,15.93,-1,J54159,,False
63,15-08-23,11.00,15.93,-1,J54145,,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
63,15-08-23,11.00,15.93,-1,J54145,,False
63,15-08-23,11.00,15.93,-1,J54145,-1,False
57,15-08-23,10.50,15.76,-1,J54159,,False
57,15-08-23,10.50,15.76,-1,,,False
57,15-08-23,10.50,15.76,-1,,,False
57,15-08-23,10.50,15.76,-1,,,False
57,15-08-23,10.50,15.76,-1,,,False
57,15-08-23,10.50,15.76,-1,,,False
57,15-08-23,10.50,15.76,-1,,,False
444,15-08-23,9.00,17.01,-1,J54129,328961767A,True
444,15-08-23,9.00,17.01,-1,J54129,,False
444,15-08-23,9.00,17.01,-1,J54129,329459116B,True
444,15-08-23,9.00,17.01,-1,J54129,329459119,True
444,15-08-23,9.00,17.01,-1,J54129,329459119,True
444,15-08-23,9.00,17.01,-1,J54129,,False
444,15-08-23,9.00,17.01,-1,J54145,329459116B,True
444,15-08-23,9.00,17.01,-1,,,False
444,15-08-23,9.00,17.01,-1,J54129,329518145B,True
444,15-08-23,9.00,17.01,-1,,328961767A,False
444,15-08-23,9.00,17.01,-1,J54131,329563838,True
444,15-08-23,9.00,17.01,-1,J54129,328961767A,True
48,15-08-24,9.83,16.26,-1,J54145,,False
48,15-08-24,9.83,16.26,-1,J54170,,False
48,15-08-24,9.83,16.26,-1,J54145,,False
28,15-08-24,10.25,17.00,-1,J54170,329480768,True
28,15-08-24,10.25,17.00,-1,J54181,329519993,True
28,15-08-24,10.25,17.00,-1,J54170,,False
28,15-08-24,10.25,17.00,-1,,,False
386,15-08-27,12.75,15.26,-1,J54173,,False
386,15-08-27,12.75,15.26,-1,J54129,329518145B,True
386,15-08-27,12.75,15.26,-1,J54129,329518145B,True
386,15-08-27,12.75,15.26,-1,J54129,329518146,True
386,15-08-27,12.75,15.26,-1,J54130,329518145B,True
386,15-08-27,12.75,15.26,-1,J54130,329459116B,True
386,15-08-27,12.75,15.26,-1,J54130,329518145B,True
132,15-08-27,12.67,17.68,-1,J54130,328961702A,True
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,-1,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,J54130,,False
132,15-08-27,12.67,17.68,-1,,-1,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,-1,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,J54145,328961702A,True
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,,False
132,15-08-27,12.67,17.68,-1,,328961702A,False
57,15-08-27,10.25,16.01,-1,,328974235B,False
57,15-08-27,10.25,16.01,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,J54128,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,J54126,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,J54130,329459118,True
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
96,15-08-28,11.75,16.83,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,329216611,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,328961720B,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,329216611,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,J54130,329459118,True
49,15-08-28,11.76,15.92,-1,,329459116B,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
49,15-08-28,11.76,15.92,-1,,,False
60b,15-08-28,11.87,17.86,-1,,0,False
60b,15-08-28,11.87,17.86,-1,J54139,,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329431277,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329519993,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329154753,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,0,False
60b,15-08-28,11.87,17.86,-1,,329459119,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,J54182,329154753,True
60b,15-08-28,11.87,17.86,-1,,329563845,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,328961724,False
60b,15-08-28,11.87,17.86,-1,,0,False
60b,15-08-28,11.87,17.86,-1,,328961724,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329069272,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329563840,False
60b,15-08-28,11.87,17.86,-1,,-1,False
60b,15-08-28,11.87,17.86,-1,,-1,False
60b,15-08-28,11.87,17.86,-1,,329459117,False
60b,15-08-28,11.87,17.86,-1,,328961724,False
60b,15-08-28,11.87,17.86,-1,J54130,,False
60b,15-08-28,11.87,17.86,-1,,329026676,False
60b,15-08-28,11.87,17.86,-1,,329316087,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329354707,False
60b,15-08-28,11.87,17.86,-1,J54182,,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329523945,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,328961724,False
60b,15-08-28,11.87,17.86,-1,,329518145B,False
60b,15-08-28,11.87,17.86,-1,,,False
60b,15-08-28,11.87,17.86,-1,,329518145B,False
60b,15-08-28,11.87,17.86,-1,,,False
307,15-08-28,11.76,16.34,-1,,,False
307,15-08-28,11.76,16.34,-1,,329093897,False
307,15-08-28,11.76,16.34,-1,,,False
307,15-08-28,11.76,16.34,-1,J54130,329523945,True
307,15-08-28,11.76,16.34,-1,,,False
307,15-08-28,11.76,16.34,-1,J54159,,False
307,15-08-28,11.76,16.34,-1,J54130,329093897,True
307,15-08-28,11.76,16.34,-1,J54130,,False
307,15-08-28,11.76,16.34,-1,J54159,329093898,True
444,15-08-28,11.25,17.51,-1,J54129,,False
444,15-08-28,11.25,17.51,-1,J54129,329083341,True
444,15-08-28,11.25,17.51,-1,J54130,,False
444,15-08-28,11.25,17.51,-1,J54129,329563838,True
444,15-08-28,11.25,17.51,-1,J54129,329518145B,True
444,15-08-28,11.25,17.51,-1,J54148,329060770,True
444,15-08-28,11.25,17.51,-1,,328961767A,False
444,15-08-28,11.25,17.51,-1,J54131,329459116B,True
444,15-08-28,11.25,17.51,-1,J54129,,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,,328961702A,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,,0,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54145,-1,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,,-1,False
142,15-08-29,11.18,17.84,-1,,-1,False
142,15-08-29,11.18,17.84,-1,J54159,-1,True
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,,-1,False
142,15-08-29,11.18,17.84,-1,J54173,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,,,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,-1,False
142,15-08-29,11.18,17.84,-1,J54145,328961702A,True
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,,False
142,15-08-29,11.18,17.84,-1,J54159,,False
57,15-08-29,10.50,15.66,-1,,329518146,False
444,15-08-29,9.00,17.51,-1,J54129,329459116B,True
444,15-08-29,9.00,17.51,-1,,,False
444,15-08-29,9.00,17.51,-1,J54129,329563838,True
444,15-08-29,9.00,17.51,-1,J54129,,False
444,15-08-29,9.00,17.51,-1,J54173,,False
444,15-08-29,9.00,17.51,-1,J54129,329518145B,True
444,15-08-29,9.00,17.51,-1,,,False
96,15-08-30,10.17,16.41,-1,,,False
96,15-08-30,10.17,16.41,-1,,329247790,False
96,15-08-30,10.17,16.41,-1,,329247790,False
96,15-08-30,10.17,16.41,-1,,,False
96,15-08-30,10.17,16.41,-1,J54130,,False
96,15-08-30,10.17,16.41,-1,,,False
60,15-08-30,9.40,15.54,-1,,329320865,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329083342,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329197064,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329291806,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329518146,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329534139,False
60,15-08-30,9.40,15.54,-1,,329459118,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,J54177,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329154753,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329083342,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,0,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,J54130,,False
60,15-08-30,9.40,15.54,-1,J54186,,False
60,15-08-30,9.40,15.54,-1,,329083342,False
60,15-08-30,9.40,15.54,-1,J54129,,False
60,15-08-30,9.40,15.54,-1,,0,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329060800,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,329518145B,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,,False
60,15-08-30,9.40,15.54,-1,,0,False
60,15-08-30,9.40,15.54,-1,,329083342,False
48,15-08-30,9.66,15.84,-1,J54145,328961720B,True
48,15-08-30,9.66,15.84,-1,J54145,329523065,True
48,15-08-30,9.66,15.84,-1,J54181,,False
48,15-08-30,9.66,15.84,-1,J54181,,False
75,15-08-30,11.36,17.68,-1,J54130,-1,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,True
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,True
75,15-08-30,11.36,17.68,-1,J54145,,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,,-1,False
75,15-08-30,11.36,17.68,-1,J54129,,False
75,15-08-30,11.36,17.68,-1,J54129,,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,,False
75,15-08-30,11.36,17.68,-1,J54130,,False
75,15-08-30,11.36,17.68,-1,J54145,,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,-1,False
75,15-08-30,11.36,17.68,-1,J54145,0,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,,,False
75,15-08-30,11.36,17.68,-1,,-1,False
75,15-08-30,11.36,17.68,-1,,,False
307,15-08-31,10.01,16.34,-1,,329093898,False
307,15-08-31,10.01,16.34,-1,J54130,,False
307,15-08-31,10.01,16.34,-1,J54126,328974235B,True
307,15-08-31,10.01,16.34,-1,,,False
307,15-08-31,10.01,16.34,-1,,329523983,False
307,15-08-31,10.01,16.34,-1,J54173,,False
210,15-08-31,10.00,15.48,-1,J54129,,False
210,15-08-31,10.00,15.48,-1,J54130,,False
210,15-08-31,10.00,15.48,-1,J54129,328974235C,True
210,15-08-31,10.00,15.48,-1,J54130,,False
42,15-09-03,9.76,16.25,-1,,,False
90,15-09-03,9.39,12.72,-1,J54181,328961766,True
90,15-09-03,9.39,12.72,-1,,329534139,False
90,15-09-03,9.39,12.72,-1,,,False
90,15-09-03,9.39,12.72,-1,,,False
90,15-09-03,9.39,12.72,-1,,,False
90,15-09-03,9.39,12.72,-1,,328961766,False
279,15-09-04,11.40,17.76,,,,False
279,15-09-04,11.40,17.76,17.4697222222458,,329316067,False
279,15-09-04,11.40,17.76,,J54156,,False
279,15-09-04,11.40,17.76,16.6183333334047,,329663955,False
279,15-09-04,11.40,17.76,16.4950000000536,,,False
279,15-09-04,11.40,17.76,15.2772222222411,,,False
279,15-09-04,11.40,17.76,,,,False
57,15-09-04,11.67,15.59,,,,False
142,15-09-05,11.10,17.91,16.5108333332464,,-1,False
142,15-09-05,11.10,17.91,,,,False
142,15-09-05,11.10,17.91,,J54159,,False
142,15-09-05,11.10,17.91,,,,False
142,15-09-05,11.10,17.91,,,,False
142,15-09-05,11.10,17.91,16.9591666666092,J54159,-1,False
142,15-09-05,11.10,17.91,,J54159,,False
142,15-09-05,11.10,17.91,14.3199999999488,J54159,,False
142,15-09-05,11.10,17.91,14.4605555555318,,-1,False
142,15-09-05,11.10,17.91,15.5405555554898,,,False
142,15-09-05,11.10,17.91,15.9141666666255,J54159,-1,False
142,15-09-05,11.10,17.91,,,,False
142,15-09-05,11.10,17.91,16.8688888888573,,,False
142,15-09-05,11.10,17.91,,J54145,,False
